IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	
sample_200	0.0245884	0.00778717	0.000357326	0.00884747	0.0106717	0.00645763	-0.0139965	0.00148266	-0.00763207	-0.000455399
sample_201	0.0473005	0.0386926	-0.0147045	0.0120955	-0.0188484	0.0361828	0.00352536	-0.018611	0.0552604	-0.0358954
sample_202	-0.0166609	0.00459608	-0.0146639	0.00418403	0.00651713	-0.0028442	-0.0116138	-0.00191254	0.0059005	-0.0011286
sample_203	-0.00184356	-0.00240407	0.00876015	-0.00788738	-0.00538799	0.00352402	-0.00230957	-0.0209315	-0.00228646	0.00708288
sample_204	0.00486759	0.00791987	-0.0126514	-0.00880943	-0.021306	-0.00704586	0.00291733	-0.00763193	-0.0151509	-0.00258456
sample_205	-0.0071569	-0.0192822	-0.0287317	0.0149716	-0.00318094	-0.00275632	-0.0355756	0.00958272	0.0104731	-0.0252195
sample_206	0.018388	0.00221514	-0.0366081	-0.037681	0.00843417	-0.0100949	0.00497392	0.00626379	0.00459288	0.0108258
sample_207	0.00371319	-0.0078357	0.00141851	0.00726818	-0.00312305	-0.00216615	-0.00772527	-0.00807138	-0.00281262	0.00521688
sample_208	-0.00302698	-0.0110385	-0.000688871	0.00777274	0.00706199	0.00494849	0.0133379	0.00329372	0.00654217	0.00526482
sample_209	0.0405784	0.0447281	-0.00510151	-0.00471893	0.00483522	-0.01375	-0.0381405	-0.0356447	-0.0600355	0.0143495
sample_210	-0.0349968	-0.0308133	0.0247055	-0.0214953	0.000661542	-0.00179847	-0.0170873	0.0239584	-0.0191974	-0.00607858
sample_211	-0.011377	-0.0310057	-0.00115788	-0.0157143	-0.0393954	-0.000689319	0.00530953	-0.017644	0.00315746	0.0229181
sample_212	0.000235288	-0.0268075	0.0023247	-0.0129671	-0.0173111	0.00940432	0.00668481	0.00128083	-0.0130472	-0.00686154
sample_213	0.00242509	0.00156648	0.00772568	0.00361581	-0.00507947	-0.000234467	0.0125879	0.00883367	0.0210376	0.0094838
sample_214	-6.39584e-05	0.009645	-0.0127432	0.00584027	0.00271744	-0.0088536	0.0195315	0.00333186	0.00922807	-0.0222972
sample_215	0.00380333	-0.00824323	-0.00784335	0.0369041	0.00742665	0.00307393	0.0201905	-0.0181989	-0.00194597	-0.00337295
sample_216	0.0121204	-0.0137557	-0.0360864	0.0402606	-0.0419703	-0.00133602	-0.0113986	-0.0239311	-0.00416014	-0.00698782
sample_217	-0.00175239	0.00322448	-0.000292151	-0.0121713	0.0137743	-0.00290096	0.00118539	0.0119933	0.00772694	0.00468558
sample_218	0.00585369	-0.012574	0.00946946	0.00960263	-0.00393987	-0.0173198	0.01256	-0.0243851	-0.00017802	-0.000463315
sample_219	0.000201099	0.00669569	-0.00273411	-0.0025587	-0.00022723	0.00257257	0.00652116	0.0151561	0.00254236	0.00807065
sample_220	-0.00559848	-0.00822434	-0.00572958	-0.00142814	0.002626	0.0188219	-0.000141582	-0.00199691	-0.00362612	-0.000644382
sample_221	0.00404561	-0.00242194	-0.00104959	0.013422	0.0267485	0.00797489	-0.0311323	-0.00620827	-0.0127872	-0.00934562
sample_222	-0.00105317	0.0101723	0.00984622	0.0046416	0.00805418	0.00152916	0.0117374	-0.00896641	0.00880389	-0.00900732
sample_223	-0.00696789	-0.00464455	-0.00511413	-0.00612307	-0.00100438	-0.0052779	0.021783	-0.00853141	-0.0160646	0.0059696
sample_224	-0.00191198	-0.000817154	0.0173609	0.0203831	0.0197396	-0.0162811	0.0106882	-0.00437867	-0.0102304	0.0207708
sample_225	0.00602332	-0.0148108	0.0111287	-0.00123051	-0.00237217	-0.011148	-0.0146474	0.0121059	0.00413774	0.0296667
sample_226	0.0379871	-0.00895667	0.00853632	0.00390287	0.0297166	-0.0186658	0.0115618	-0.00619157	0.0165846	-0.000482487
sample_227	0.0226972	-0.0041878	0.0368561	0.00988194	-0.00337412	-0.00164661	-0.00043592	-0.0314931	0.0301815	-0.0179271
sample_228	0.0108614	8.77479e-05	-0.0101614	0.00973727	-0.00386219	0.0238542	-0.00916415	0.0071721	-0.000996874	0.00521303
sample_229	-0.00850935	0.0128438	0.0277551	-0.0118652	-0.0049107	-0.000740334	0.0101198	0.00263395	0.00477114	0.00555675
sample_230	-0.00628929	0.00949378	-0.011026	-0.0225593	-0.00399588	0.0102252	-0.00898298	-0.0140449	-0.0257765	0.00265612
sample_231	0.0276418	-0.00106918	-0.0127728	0.0093093	-0.00997674	0.0127168	-0.00382919	-0.0148449	0.015439	-0.00439486
sample_232	-0.0131299	-0.0226067	0.0119319	-0.00165607	-0.0180473	-0.0236517	0.0164513	0.0236855	0.020359	0.00190202
sample_233	-0.0091084	0.00608309	0.0151123	-0.00898522	-0.00439858	0.00318288	0.00410613	-0.00376512	0.0206502	-0.013314
sample_234	-0.000178804	-0.0174548	0.00896397	-0.00274691	0.0128843	0.00529268	0.0306166	0.00336184	0.00745802	0.0109529
sample_235	0.0187131	0.0115713	0.0315845	0.0285968	0.0295172	0.00678216	-0.00297695	-0.00709169	0.0264012	0.0124481
sample_236	-0.0363645	0.0195761	0.0251105	-0.0142838	-0.00808369	-0.0161024	0.00949521	-0.00793574	-0.00176943	-0.000872974
sample_237	-0.00627189	0.0164332	-0.00643361	0.0239666	0.00807248	-0.0105468	-0.0292967	-0.0106817	0.0182663	0.02212
sample_238	-0.00131674	0.0119597	-0.018151	0.00902832	-0.0109477	0.0186354	0.00070914	-0.0306524	-0.00985735	0.00186895
sample_239	0.00968543	-0.0117399	0.00392277	0.0120653	0.00648208	-0.0314769	-0.0181423	0.000982099	0.00741444	-0.00934648
sample_240	-0.000296776	-0.021887	-0.0161774	-0.0222609	-0.00286664	-0.0309551	-0.000211721	0.00178731	-0.014529	-0.00906646
sample_241	-0.00706294	0.0170887	0.0170754	-0.00977479	0.000936821	0.00930834	0.00309139	-0.00311883	0.0180527	0.0266963
sample_242	0.0211351	-0.0100916	-0.00502782	0.000623809	0.00197394	-0.00168084	0.0149258	0.0119096	0.0024705	0.00898955
sample_243	0.0112378	-0.0284447	-0.00278689	0.0155322	0.003765	0.00471637	0.0144859	-0.0227892	0.0159289	0.0101345
sample_244	0.00676069	-0.0228011	0.00293387	0.00412745	-0.0234763	0.00476492	-0.00564365	0.00277659	-0.012718	0.0040892
sample_245	-0.0289831	-0.00624699	-0.00585482	-0.0108934	0.0162389	0.00966194	-0.00136458	-0.0045285	-0.0189309	-0.0102515
sample_246	-0.00383059	0.00837227	0.0167134	0.00951125	0.00138519	0.0081317	0.010811	-0.00728959	0.010508	0.0126258
sample_247	-0.0287452	0.0269179	0.000937734	0.00108338	0.000450919	-0.00888452	-0.00107112	-0.00240057	0.00637777	-0.0056516
sample_248	-0.0162388	0.0147488	0.00827567	0.00687995	0.0105948	0.0120864	0.0137115	-0.0208395	-0.0100695	-0.00832723
sample_249	8.37601e-05	0.0159168	0.00175662	-0.0100702	0.00872245	0.013915	0.00168864	-0.0211222	-0.00413588	0.00942351
sample_250	-0.00452962	-0.00719304	-0.00807622	-0.00954993	0.0121908	0.0138648	0.0117402	0.00769684	0.00220992	-0.02594
sample_251	0.0170346	0.00615245	-0.00428422	-0.000156195	-0.00604182	-0.00849403	-0.00693849	-0.014403	-0.00144987	0.0196933
sample_252	0.0174325	0.00732352	-0.00379442	0.0161942	-0.00803235	0.00365025	0.0251964	0.00718412	-0.00344814	-0.0104171
sample_253	0.00666806	-0.0288051	0.0195413	0.00210245	-0.00119333	-0.00785124	0.00385282	0.0178045	-0.00880182	0.0215731
sample_254	0.0109352	0.00908526	0.00439219	0.00129437	-0.0116124	0.00804072	-0.0114778	-0.00965748	0.000758844	-0.000569575
sample_255	0.0159272	-0.0112186	-0.0153495	-0.00690308	-0.00311768	0.0217461	0.00491143	0.00685114	0.0134029	0.0158379
sample_256	-0.0128399	0.0161443	-0.0127543	-0.0200231	-0.0110747	0.0240266	0.00521809	-0.0330778	-0.0161739	0.00467604
sample_257	-0.0104285	0.00457134	-0.0027054	0.0162658	0.0206963	-0.00485193	-0.00377939	0.0137373	-0.02301	-0.00336563
sample_258	-0.00361183	0.00721381	-0.00617593	0.0267264	-0.00547393	-0.0180083	0.00013587	-0.0176604	-0.0157847	-0.0025601
sample_259	-0.0192451	0.00773783	0.00261935	-0.00605159	0.00367162	0.00903523	-0.0043896	0.00235853	-0.000383046	0.00792935
sample_260	-0.0168992	-0.015049	-0.00421939	-0.0035817	0.00835213	-0.0114203	0.0154082	0.000590178	-0.000368673	-0.0222228
sample_261	0.00242828	0.00419048	-0.056999	0.0399707	-0.0205956	-0.0130567	0.00272679	-0.000917783	-0.0117086	-0.0120191
sample_262	0.00772139	-0.00573668	-0.0192748	0.0030848	-0.00858251	-0.00284544	-0.00827891	-0.0105123	-0.0188786	0.00631355
sample_263	0.008872	-0.00877732	0.0180753	-0.00357586	-0.01622	-0.00563639	0.0300806	-0.0115999	0.0247862	-0.00606711
sample_264	0.026622	-0.030968	0.00025541	0.0194279	-0.0107734	-0.0302147	-0.00104704	0.0108585	-0.00801937	-0.0175432
sample_265	0.00582256	-0.00884251	-0.00345199	0.00964142	-0.00862066	-0.00248577	-0.0270425	-0.00755679	0.0156942	-0.0141353
sample_266	0.00436207	-0.00798178	0.0139106	-0.00993247	0.0145174	0.00316616	0.00417473	-0.00211962	0.00169488	-0.00689716
sample_267	-0.00518612	0.00372898	-0.00596937	0.00491105	-0.0361175	0.00821387	0.010691	-0.00226329	-0.00934643	-0.00920438
sample_268	-0.00837501	0.0169499	0.0126825	-0.00098335	-0.00621234	-0.0156934	-0.0119772	-0.00145718	-0.0151747	0.0195414
sample_269	0.00563323	0.0099236	-0.0146604	-0.00887561	0.020311	-0.00514702	-9.20096e-05	-0.00955097	-0.00101434	0.0106773
sample_270	-0.00988272	-0.00983673	0.00804222	-0.00443194	0.00113602	0.0268363	0.00929964	0.014404	-0.0213123	-0.00116411
sample_271	0.0169909	-0.011271	0.00422696	0.00515558	0.00267966	-0.0104076	-0.00411772	0.00787702	-0.0118064	0.0051144
sample_272	0.00968724	0.00355287	0.00260494	-0.00189464	0.015508	-0.0122256	0.0064635	-0.00452343	-0.00111323	-0.0129834
sample_273	-0.0207423	-0.0146319	0.00304263	-0.0106575	0.0199649	0.00272575	-0.0177334	-0.0185804	-0.00307007	0.00190205
sample_274	-0.0137096	0.0285608	0.0106149	-0.00513045	0.00974799	-0.0148546	0.00493837	0.0250829	0.0113212	0.0110501
sample_275	-0.00631365	0.0120274	-0.0107541	-0.0163113	0.00479219	0.0222166	0.00884862	0.0124649	0.0050959	0.0112453
sample_276	-0.0028717	0.0126749	-0.0086981	0.00280102	-0.00474763	-0.0188267	-0.00480335	-0.0112432	-0.0122138	-0.0128116
sample_277	0.00451184	-0.00833245	0.00221146	-0.0282615	-0.00741608	0.00614324	-0.000431664	-0.00252255	-0.0160471	-0.0138634
sample_278	0.00814255	0.00885661	-0.00474047	-0.00930547	0.0150001	-0.00510521	-0.0168005	-0.0238959	-0.0217448	0.00944347
sample_279	0.00857192	-0.00381687	0.00290572	-0.0138071	0.00269778	-0.0103015	0.025379	-0.00821243	-0.00571199	0.00828647
sample_280	-0.0229172	-0.0428585	-0.01976	0.00510221	0.012079	-0.00990016	-0.011897	-0.00303484	0.000820625	-0.0134211
sample_281	-0.00877335	-0.014141	0.017193	-0.0106592	-0.00264458	0.00208399	0.0138033	0.0155854	-0.00747436	-0.00088872
sample_282	-0.0691597	-0.0208106	-0.0242925	-0.0103263	-0.0232395	-0.0199214	-0.0100884	-0.00898034	0.0250459	-0.0480626
sample_283	0.00632569	0.0240353	0.0100857	-0.00786116	0.0018036	-0.0236247	-0.0174669	-0.0134946	0.00311584	-0.00924895
sample_284	0.0098506	-0.0105497	-0.00169941	0.00970716	0.0107031	-0.00840334	0.0212742	-0.021226	-0.0123834	-0.010866
sample_285	0.0012385	-0.0135521	0.00316152	-0.0149416	0.00838918	0.00694995	-0.00900306	-0.004679	0.00170456	0.0161986
sample_286	0.00513654	0.0160589	-0.0127678	0.0214105	0.00824724	-0.000331599	0.000517012	0.00829177	-5.56086e-05	-0.0057587
sample_287	-0.00218027	0.00323625	0.0221974	-0.00976002	-0.0125558	-0.00499178	9.82648e-05	0.00100997	0.0149323	0.0065563
sample_288	-0.00408246	-0.012909	0.0016099	-0.00811353	-0.022742	0.0143788	-0.0139508	-0.00128477	-0.0177519	0.0041452
sample_289	-0.0074138	0.0247199	-0.00985849	0.00266756	0.00706953	0.0172137	-0.0120142	-0.00403669	0.0121104	-0.0020283
sample_290	-0.0173887	-0.0209657	0.0127389	-0.000106529	-0.0425277	0.0234078	-0.0237048	-0.0227141	0.0336267	0.00411931
sample_291	0.0157821	0.00215385	0.00683047	-0.0115391	0.00355343	-0.0120841	-0.0139677	0.00604458	0.0026386	-0.0117479
sample_292	0.0156722	-0.00299458	-0.0174854	-0.00368089	-0.00265634	0.00227938	0.0110584	-0.00580838	0.00262014	-0.0195844
sample_293	0.00201547	-0.00922628	-0.00729766	0.00293817	-0.00946999	0.0150263	0.00683565	0.00694716	-0.00625518	0.000374951
sample_294	-0.00401295	0.00786403	0.00958518	-0.00416608	0.00396855	-0.00569571	-0.00732339	0.00458521	0.00193168	0.00832791
sample_295	-0.0044143	0.00188495	-0.00961724	-0.00706723	0.0184949	0.00164717	-0.0308666	0.0142213	0.00346583	0.00407634
sample_296	0.00492158	0.00423784	-0.0169025	-0.0198858	0.0206778	0.020957	0.0114515	0.00402202	0.0183918	-0.0222165
sample_297	-0.000782848	-0.000624836	0.0081065	-0.00525634	0.000877823	0.0103149	0.00615327	0.0213259	-0.00447789	0.00676371
sample_298	0.0093564	-0.00490867	0.0198253	-0.0402245	-0.00103797	-0.00043526	-0.00619341	0.0173141	-0.0210938	-0.0020787
sample_299	-0.0127257	0.00149643	-0.0180678	0.0121738	0.0297418	-0.0280481	-0.014134	0.00140733	-0.0133027	0.00318974
sample_300	-0.0365977	-0.00937217	0.0417281	0.00553948	-0.00479416	-0.0180594	0.0185942	-0.0221455	-0.0201489	-0.0178275
sample_301	0.0342483	0.0105712	-0.0433203	-0.00892115	-0.0278056	0.0215998	-0.0342877	-0.0333109	-0.0029373	0.0189892
sample_302	-0.0266647	0.00589809	-0.0418071	-0.00554835	0.0151157	-0.00562132	0.00212088	0.0152204	-0.012656	0.0145785
sample_303	0.0131894	0.0141466	0.0050265	0.0075397	0.0209791	-0.00354269	-0.0126264	-0.0057333	-0.00347725	0.00419019
sample_304	-0.0140002	-0.00219101	-0.00232982	0.00646169	-0.00396452	-0.00142629	-0.00616509	-0.00368998	0.00421118	-0.0121361
sample_305	-0.00662546	0.0244882	-0.0225358	-0.0116486	0.00576024	-0.0100667	-0.003146	0.00489798	-0.0139857	0.00574461
sample_306	-0.00167277	-0.00441934	0.0102302	-0.00595584	-0.00168684	0.00521022	0.00711577	0.00508436	0.000614503	0.013803
sample_307	-0.00450542	-0.00248383	0.00531656	-0.0210735	0.00191773	-0.00692336	-0.00421462	-0.00559884	0.0116356	-0.0033714
sample_308	0.0104778	-0.0184605	-0.0111946	0.0354039	0.0297133	0.00953718	-0.00595245	0.00281516	0.000499319	0.0128701
sample_309	0.016443	-0.00395625	-0.000251467	-0.0387841	-0.00877792	0.0101698	-0.00567181	0.015991	-0.00646744	0.016199
sample_310	-0.0322714	-0.0165326	0.00148797	-0.00596134	-0.0372564	-0.0176533	-0.011755	-0.0267455	0.0135106	0.0089274
sample_311	0.00817444	0.0101501	0.00706045	-0.0146399	-0.0068234	0.00625537	-0.0295957	0.0105369	-0.013926	-0.00323633
sample_312	-0.00350054	-0.00954807	0.0145871	-2.10389e-05	0.0103381	-0.0171387	0.0018145	-0.0112472	-0.002904	0.001008
sample_313	-0.0100172	-0.0178429	-0.00641129	0.0189976	-0.0250319	0.00644919	-0.0177754	0.0097467	0.00597852	0.015482
sample_314	0.0310889	0.0012999	0.0489149	0.00627858	-0.0425426	0.00076222	0.00982045	-0.0204497	0.0368746	0.0418833
sample_315	0.00191839	-0.00220123	-0.00974513	-0.00499557	0.00421928	-0.00854325	0.0122854	-0.00390562	-0.0110726	0.00918205
sample_316	-0.00159884	0.00946498	0.0138273	0.0131412	0.00256584	-0.00467747	-0.0216428	-0.00996792	-0.00927647	-0.000510667
sample_317	0.00528662	-0.0298136	-0.0187777	-0.0218053	0.0132348	0.00883774	0.00673901	0.00643069	0.0147318	0.026003
sample_318	-0.0194467	0.000887217	0.00579279	-0.0194883	0.00478953	0.00776466	-0.00410694	-0.0206689	-0.0141022	0.0007025
sample_319	0.027247	-0.0318379	-0.0202906	-0.00565489	0.0418457	0.0371984	-0.0179336	-0.0117764	-0.00942268	0.00363113
sample_320	-0.00321505	0.00356393	0.0090298	0.00273957	-0.0060496	0.0164332	-0.0202498	0.0270476	0.0109541	0.00310694
sample_321	-0.00382203	0.0190178	0.0129525	-9.68028e-05	-0.0225795	0.00102187	-0.0116588	-0.00109638	0.01427	-0.0135576
sample_322	-0.0100468	-0.0099407	0.0026202	0.0157672	0.00776783	0.0066974	-0.0233251	-0.0166556	0.000549031	-0.0243281
sample_323	0.00749614	0.0110045	-0.00231181	0.0164632	-0.000321203	0.00340123	0.0144301	0.018545	0.00637665	0.00186618
sample_324	-0.0165933	-0.00245525	-0.00574015	0.0042402	-0.014783	0.00412581	-0.00831242	0.00709761	-0.00319156	-0.00450553
sample_325	-0.014447	0.0130796	0.0211085	-0.00558586	-0.0173576	-0.0269674	-0.00646554	-0.000350487	-0.0113283	-0.00685145
sample_326	-0.024844	-0.0185456	0.00710104	-0.0178946	-0.0206031	0.0222272	0.0126952	0.0228429	0.000846767	0.0248801
sample_327	0.00696439	-0.0162515	-0.0128332	0.00438976	0.00209874	0.00899199	0.0160419	0.00215141	0.00923481	-0.0044335
sample_328	-0.0208111	0.00603866	-0.00491264	0.00160003	-0.0157117	-0.00554992	-0.00895064	-0.00410316	-0.000293547	-0.00357516
sample_329	0.0198572	0.00407941	-0.0239261	0.00368618	-0.00354622	0.00238379	0.00893743	-0.00631318	-0.0146408	-0.0100218
sample_330	-0.00344532	0.00184953	0.00662011	0.0133945	0.0136303	-0.00785812	0.0164802	-0.0191773	0.00982681	-0.000430809
sample_331	-0.00542135	-0.00903623	0.00723461	-0.0243051	-0.0313212	-0.00219345	-0.00984451	0.00601514	0.00770213	0.00278086
sample_332	0.0197826	0.00629858	-0.0100285	0.0144551	-0.0349941	-0.0176371	-0.0187269	0.0121509	0.0297551	-0.00644222
sample_333	0.00155764	0.0215321	-0.00486896	0.00707819	0.0109827	-0.0132257	0.0111988	-0.0295062	0.0113341	-0.00422895
sample_334	-0.0245001	-0.0246951	-0.0108919	0.0158866	0.00708448	0.00939863	-0.00495893	-0.00434809	0.0110647	-0.00627919
sample_335	0.0132422	0.00216968	0.0253372	-0.0175464	0.0071106	-0.0116499	0.00745944	-0.00552181	-0.000317197	0.0291478
sample_336	0.0140939	0.0245551	-5.57695e-05	-0.00928763	-0.00710018	-0.00912935	-0.00773213	-0.00420143	0.00683101	0.00117787
sample_337	0.00362036	-0.0242995	0.020586	-0.00453509	0.00719495	-0.009901	0.0123317	-0.0170115	-0.0124531	-0.00651926
sample_338	0.00560956	0.00455258	6.21182e-05	0.0129466	0.0205352	-0.000733161	-0.0110487	-0.00978696	-0.00468489	0.011443
sample_339	0.0216742	0.0136422	0.01215	-0.0219191	0.0149048	-0.0246479	0.00102842	0.021287	0.0180059	0.000467743
sample_340	0.017922	-0.000149321	0.000291227	0.0138482	-0.00984979	0.0206373	0.00384357	-0.00674166	-0.00867796	-0.00935325
sample_341	-0.0023653	0.0145814	0.0184317	0.000341762	-0.0260407	0.0101381	0.0209485	-0.00831326	-0.00443024	-0.00770577
sample_342	-0.021275	0.0193391	-0.0229723	-0.0256833	0.0110701	-0.029347	0.00486484	0.00415716	0.0132517	0.0092784
sample_343	0.00108345	-0.016978	-0.0211624	0.00925849	-0.0166217	-0.0160841	-0.0248392	-0.00270946	0.00921499	0.0107773
sample_344	-0.00973331	-0.0118372	-0.00741573	-0.00368513	0.00238683	0.00219265	0.00300202	0.00498341	-0.0047769	0.0262016
sample_345	0.005973	-0.0088687	-0.00124567	-0.000989514	0.0241526	0.00278182	0.00557144	0.0122374	0.0110767	0.00939037
sample_346	-0.0266666	-0.0136113	-0.0134142	0.0154339	0.000209447	-0.00542881	-0.00112981	-0.00536647	-0.0059871	-0.00370172
sample_347	0.0178366	-0.0205973	0.00223378	0.00434568	-0.018518	-0.0173741	0.0182779	0.00313461	0.00296266	-0.0124408
sample_348	-0.00928219	0.00523621	0.000107346	0.0126702	0.015838	0.0189486	-0.000597032	-0.0015475	0.0202517	0.00884328
sample_349	-0.00633232	-0.00170475	-0.0252846	0.000962116	-0.0195795	-0.0065555	0.00920659	0.000990835	-0.0200865	-0.0109029
sample_350	-0.0108462	-0.0196408	6.6053e-06	0.00925014	-0.015729	0.00849103	-0.00473903	0.00414324	-0.00437403	0.0248162
sample_351	0.016623	0.00311311	0.00912484	0.0144519	0.0102621	0.00799478	0.00252097	-0.00240397	-0.00420355	-0.00276821
sample_352	-0.00319319	-0.0108793	0.0197149	-0.00803061	0.000131534	0.0171266	-0.0086254	0.0170615	-0.00740393	0.00895342
sample_353	0.0104844	0.00694587	-0.00249703	0.0230417	0.0132039	0.0084828	-0.00583171	-0.00836207	-0.00360102	-0.00572764
sample_354	0.00114503	0.01276	0.00266014	0.00966781	-0.00640588	-0.00604923	-0.00458906	-0.0114589	0.00032679	0.00342533
sample_355	0.00332511	-0.00346849	0.00185197	0.0214892	-0.000995103	0.0122238	0.00221185	-0.00779557	-0.00389228	-0.0175
sample_356	0.0152502	-0.00446721	0.00173155	0.00352363	-0.00606154	-0.00113812	0.0143566	0.00834882	-0.00464936	0.0041318
sample_357	0.00430111	0.00761506	-0.00795374	0.00189061	0.0255732	0.00187771	0.00374581	0.0139659	0.00736056	-0.00070989
sample_358	0.00766894	0.00194226	0.0137962	0.000884281	0.00915769	-0.0281799	-0.0121628	0.0155461	0.019399	0.00409565
sample_359	-0.00284256	-0.00397543	-0.00316572	-0.000146419	-0.0287173	-0.0138934	-0.00222754	0.0120791	0.00429291	-0.00427931
sample_360	0.0130445	0.00741414	0.0236915	0.00567906	-0.0201868	0.0184577	0.00130218	-0.00352859	-0.0127569	-0.00842208
sample_361	0.0123275	-0.0133312	-0.0078326	0.00237954	0.00266998	-0.00200379	-0.0053262	-0.0133949	0.0209207	-0.0143978
sample_362	-0.0189734	-0.000257873	0.0104415	0.00806529	0.0131374	0.00695722	-0.00366284	0.00490322	0.00484567	0.0125407
sample_363	-0.0010128	0.0231656	0.0135542	0.00892763	0.0138511	-0.0262597	0.00118171	-0.0200584	0.0027944	-0.00457779
sample_364	0.0151865	0.00861876	0.00217195	-0.00333164	0.00147803	0.00233534	-0.0235896	0.0228528	-0.00501911	0.00211002
sample_365	0.00330934	-0.0128805	0.0170613	0.0132329	-0.00327106	0.00420798	-0.0106675	0.00622918	0.00627933	-0.0109055
sample_366	0.0212394	0.0224403	-0.0128407	0.0112397	0.0194347	-0.0017639	-0.00988871	-0.0104935	0.0302449	0.00783672
sample_367	-0.00769634	0.0146203	-2.38075e-05	0.000128987	-0.0185839	0.0174626	0.00650088	-0.025353	0.0102659	-0.0283156
sample_368	0.00939006	0.00287354	0.00583746	-0.00321951	-0.000717729	-0.00027008	0.00645595	0.0065065	0.00131239	0.00819952
sample_369	0.0130665	0.0001556	-0.00502955	0.010325	-0.00782342	0.0134441	-0.00976927	0.0078742	0.0026407	-0.011225
sample_370	-0.0345568	-0.0255968	-0.0204105	-0.0337813	0.0183625	-0.00732979	-0.00659506	0.00941683	-0.0130435	0.0206404
sample_371	-0.0024683	0.0259411	0.0139703	-0.00790829	0.0309101	-0.0207187	0.0287091	0.0154009	-0.00806968	-0.000465236
sample_372	-0.011333	0.0153503	0.00198782	0.00192795	0.0225483	0.00903141	-0.0135043	-0.00481297	0.00664186	-0.00251724
sample_373	-0.00100574	0.00760412	0.0102216	0.00525777	0.0194549	-0.00575816	-0.00949355	0.000415781	0.0149526	0.00955681
